监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率    (μS/cm),浊度(NTU)
2019-06-07 09:00,15.8,8.18,8.15,466.9,131.6
2019-06-07 10:00,15.9,8.19,8.15,465.9,68.9
2019-06-07 11:00,16.0,8.18,8.16,464.6,135.7
2019-06-07 12:00,16.0,8.19,8.16,463.5,85.8
2019-06-07 13:00,16.3,8.19,8.11,463.2,93.6
2019-06-07 14:00,16.3,8.19,8.13,462.9,79.0
2019-06-07 15:00,16.4,8.19,8.18,463.6,111.0
2019-06-07 16:00,16.3,8.20,8.22,464.6,59.2
2019-06-07 17:00,16.6,8.20,8.19,464.2,134.7
2019-06-07 18:00,16.5,8.21,8.19,465.0,46.7
2019-06-07 19:00,16.4,8.20,8.21,465.7,87.1
2019-06-07 20:00,16.2,8.20,8.26,466.6,38.8
2019-06-07 21:00,16.4,8.20,8.20,466.5,104.0
2019-06-07 22:00,16.1,8.21,8.26,467.4,35.6
2019-06-07 23:00,16.1,8.20,8.28,468.0,68.1
2019-06-08 00:00,16.0,8.21,8.32,467.8,39.9
2019-06-08 01:00,15.8,8.20,8.32,467.7,62.4
2019-06-08 02:00,15.7,8.21,8.34,467.9,31.7
2019-06-08 03:00,15.7,8.21,8.34,467.7,59.7
2019-06-08 04:00,15.4,8.20,8.35,466.6,42.1
2019-06-08 05:00,15.5,8.20,8.29,465.7,79.2
2019-06-08 06:00,15.5,8.20,8.24,465.2,40.8
2019-06-08 07:00,15.5,8.19,8.26,465.9,103.1
2019-06-08 08:00,15.4,8.19,8.30,467.5,41.5
2019-06-08 09:00,15.5,8.19,8.34,468.4,126.3
2019-06-08 10:00,15.5,8.21,8.31,468.0,45.0
2019-06-08 11:00,15.7,8.20,8.35,468.2,82.2
2019-06-08 12:00,15.7,8.21,8.35,468.9,54.4
2019-06-08 13:00,16.0,8.20,8.28,469.2,50.4
2019-06-08 14:00,16.1,8.21,8.27,469.9,41.0
2019-06-08 15:00,16.1,8.20,8.28,470.3,169.2
2019-06-08 16:00,16.0,8.20,8.31,470.8,44.6
2019-06-08 17:00,16.3,8.20,8.25,471.1,77.3
2019-06-08 18:00,16.2,8.21,8.26,471.3,43.9
2019-06-08 19:00,16.2,8.20,8.26,471.8,128.2
2019-06-08 20:00,15.9,8.20,8.29,472.8,41.9
2019-06-08 21:00,16.1,8.19,8.22,471.8,105.5
2019-06-08 22:00,16.0,8.20,8.24,471.5,46.6
2019-06-08 23:00,16.0,8.19,8.26,472.1,125.0
2019-06-09 00:00,15.8,8.18,8.29,473.2,49.5
2019-06-09 01:00,15.8,8.18,8.27,472.5,118.4
2019-06-09 02:00,15.8,8.18,8.22,471.9,56.6
2019-06-09 03:00,15.9,8.17,8.22,471.7,116.6
2019-06-09 04:00,15.5,8.17,8.24,470.4,90.1
2019-06-09 05:00,15.6,8.17,8.24,469.6,338.3
2019-06-09 06:00,15.4,8.18,8.25,468.8,65.1
2019-06-09 07:00,15.4,8.17,8.27,468.1,77.3
2019-06-09 08:00,15.3,8.18,8.32,468.4,52.4
2019-06-09 09:00,15.5,8.18,8.26,468.1,142.2
2019-06-09 10:00,15.5,8.19,8.26,467.0,65.9
2019-06-09 11:00,15.8,8.20,8.22,466.3,76.5
2019-06-09 12:00,15.8,8.19,8.22,465.9,50.0
2019-06-09 13:00,16.1,8.19,8.15,464.3,166.2
2019-06-09 14:00,16.2,8.20,8.15,463.8,59.6
2019-06-09 15:00,16.4,8.19,8.15,463.5,101.4
2019-06-09 16:00,16.2,8.19,8.19,464.6,50.9
2019-06-09 17:00,16.6,8.19,8.12,464.9,96.5
2019-06-09 18:00,16.5,8.19,8.16,465.8,47.5
2019-06-09 19:00,16.5,8.18,8.17,466.6,106.6
2019-06-09 20:00,16.1,8.19,8.31,467.5,46.1
2019-06-09 21:00,16.2,8.19,8.28,467.6,137.8
2019-06-09 22:00,16.1,8.20,8.31,467.6,38.2
2019-06-09 23:00,16.1,8.20,8.32,468.0,83.3
2019-06-10 00:00,16.0,8.20,8.27,467.8,41.4
2019-06-10 01:00,16.0,8.19,8.25,467.4,89.2
2019-06-10 02:00,16.0,8.20,8.21,467.2,48.4
2019-06-10 03:00,15.9,8.19,8.22,467.1,84.8
2019-06-10 04:00,15.8,8.19,8.23,467.6,43.1
2019-06-10 05:00,15.8,8.19,8.18,467.9,120.2
2019-06-10 06:00,15.8,8.20,8.18,468.8,42.4
2019-06-10 07:00,15.8,8.19,8.19,469.6,125.3
2019-06-10 08:00,15.8,8.20,8.22,470.3,39.5
2019-06-10 09:00,15.9,8.20,8.22,470.3,159.1
2019-06-10 10:00,16.0,8.21,8.25,470.3,50.8
2019-06-10 11:00,16.0,8.19,8.28,470.7,139.7
2019-06-10 12:00,15.9,8.19,8.29,472.1,37.8
2019-06-10 13:00,16.2,8.04,8.27,471.6,54.5
2019-06-10 14:00,16.1,8.20,8.26,471.7,49.3
2019-06-10 15:00,16.3,8.22,8.23,471.5,168.6
2019-06-10 16:00,16.2,8.23,8.24,471.3,36.4
2019-06-10 17:00,16.2,8.23,8.26,470.9,153.8
2019-06-10 18:00,16.2,8.23,8.22,470.4,45.4
2019-06-10 19:00,16.3,8.24,8.25,470.1,113.7
2019-06-10 20:00,16.1,8.24,8.30,470.5,31.5
2019-06-10 21:00,16.3,8.23,8.26,470.2,84.8
2019-06-10 22:00,16.2,8.23,8.22,470.4,39.4
2019-06-10 23:00,16.2,8.23,8.27,470.7,103.3
2019-06-11 00:00,15.9,8.23,8.28,470.5,42.6
2019-06-11 01:00,16.1,8.22,8.20,470.5,135.3
2019-06-11 02:00,15.9,8.22,8.23,470.8,64.5
2019-06-11 03:00,15.8,8.22,8.26,471.1,154.5
2019-06-11 04:00,15.7,8.22,8.24,471.9,55.8
2019-06-11 05:00,15.8,8.22,8.19,471.5,93.4
2019-06-11 06:00,15.7,8.23,8.21,471.5,59.1
2019-06-11 07:00,15.7,8.23,8.25,471.6,211.3
2019-06-11 08:00,15.6,8.23,8.31,471.4,45.0
2019-06-11 09:00,15.9,8.23,8.30,471.2,167.4
2019-06-11 10:00,15.8,8.23,8.28,470.4,42.8
2019-06-11 11:00,16.0,8.22,8.23,470.2,100.9
2019-06-11 12:00,15.9,8.22,8.22,470.1,42.8
2019-06-11 13:00,16.2,8.22,8.20,468.5,174.1
2019-06-11 14:00,16.2,8.23,8.22,467.8,60.7
2019-06-11 15:00,16.3,8.23,8.21,467.7,111.8
2019-06-11 16:00,16.2,8.23,8.20,467.9,46.1
2019-06-11 17:00,16.5,8.22,8.13,467.8,95.3
2019-06-13 02:00,15.6,8.22,8.30,469.6,89.2
2019-06-13 03:00,15.5,8.22,8.29,469.6,168.4
2019-06-13 04:00,15.4,8.22,8.28,470.1,73.5
2019-06-13 05:00,15.3,8.22,8.29,470.2,68.3
2019-06-13 06:00,15.2,8.22,8.32,470.1,59.0
2019-06-13 07:00,15.2,8.22,8.33,470.0,61.5
2019-06-13 08:00,15.1,8.22,8.36,470.6,51.1
2019-06-13 09:00,19.5,7.70,9.19,482.8,28.0
2019-06-13 10:00,15.4,8.22,8.38,470.6,45.4
2019-06-13 11:00,15.5,8.22,8.37,470.5,51.6
2019-06-13 12:00,15.6,8.22,8.38,471.3,40.5
2019-06-13 13:00,15.8,8.21,8.37,472.1,53.8
2019-06-13 14:00,16.1,8.21,8.32,471.6,43.0
2019-06-13 15:00,16.1,8.21,8.38,472.3,47.1
2019-06-13 16:00,16.0,8.21,8.38,473.3,54.9
2019-06-13 17:00,16.5,8.21,8.26,472.6,59.9
2019-06-13 18:00,16.5,8.21,8.22,472.1,48.2
2019-06-13 19:00,16.3,8.21,8.28,474.7,83.2
2019-06-13 20:00,16.2,8.21,8.33,475.7,49.3
2019-06-13 21:00,16.4,8.21,8.28,476.1,72.0
2019-06-13 22:00,16.3,8.20,8.30,476.3,57.1
2019-06-13 23:00,16.3,8.20,8.27,476.4,70.3
2019-06-14 00:00,16.2,8.20,8.24,475.6,63.3
2019-06-14 01:00,16.0,8.20,8.24,475.2,71.1
2019-06-14 02:00,15.8,8.20,8.25,474.1,66.4
2019-06-14 03:00,15.8,8.20,8.24,474.0,71.6
2019-06-14 04:00,15.5,8.20,8.26,474.1,67.4
2019-06-14 05:00,15.7,8.20,8.24,473.5,82.6
2019-06-14 06:00,15.6,8.20,8.20,473.0,77.9
2019-06-14 07:00,15.8,8.19,8.17,472.7,82.9
2019-06-14 08:00,15.7,8.19,8.21,472.4,80.1
2019-06-14 09:00,15.9,8.19,8.22,471.6,77.7
2019-06-14 10:00,16.0,8.20,8.21,471.0,67.5
2019-06-14 11:00,16.0,8.19,8.23,470.1,83.2
2019-06-14 12:00,15.8,8.20,8.25,470.3,62.3
2019-06-14 13:00,15.9,8.19,8.27,469.9,68.7
2019-06-14 14:00,15.8,8.20,8.27,468.8,51.8
2019-06-14 15:00,15.9,8.19,8.27,468.6,67.9
2019-06-14 16:00,15.8,8.19,8.27,469.4,64.2
2019-06-14 17:00,23.6,8.26,7.19,0.3,24.7
2019-06-14 18:00,16.1,8.18,8.16,469.9,83.5
2019-06-14 19:00,16.1,8.18,8.19,470.7,88.2
2019-06-14 20:00,15.9,8.18,8.22,470.9,84.0
2019-06-14 21:00,15.9,8.18,8.25,470.7,80.0
2019-06-14 22:00,15.8,8.19,8.28,471.3,73.8
2019-06-14 23:00,15.8,8.19,8.35,471.2,82.3
2019-06-15 00:00,15.6,8.19,8.40,471.5,68.2
2019-06-15 01:00,15.8,8.18,8.33,471.9,81.4
2019-06-15 02:00,15.8,8.18,8.21,471.8,78.5
2019-06-15 03:00,15.9,8.17,8.21,471.7,90.5
2019-06-15 04:00,15.6,8.17,8.26,471.1,89.1
2019-06-15 05:00,15.6,8.17,8.27,470.2,91.9
2019-06-15 06:00,15.5,8.18,8.29,470.0,86.5
2019-06-15 07:00,15.4,8.18,8.30,470.5,89.6
2019-06-15 08:00,15.1,8.13,8.37,470.8,63.8
2019-06-15 09:00,15.2,8.18,8.39,470.8,88.1
2019-06-15 10:00,15.2,8.20,8.41,470.4,56.4
2019-06-15 11:00,15.2,8.20,8.42,470.0,67.0
2019-06-15 12:00,15.2,8.20,8.42,470.3,56.9
2019-06-15 13:00,15.5,8.20,8.33,469.8,75.0
2019-06-15 14:00,15.8,8.19,8.20,471.1,102.0
2019-06-15 15:00,16.0,8.18,8.16,472.6,126.8
2019-06-15 16:00,15.9,8.17,8.16,473.4,139.4
2019-06-15 17:00,16.1,8.18,8.13,472.6,137.3
2019-06-15 18:00,16.1,8.18,8.13,472.7,127.5
2019-06-15 19:00,16.0,8.18,8.18,473.6,146.2
2019-06-15 20:00,15.6,8.18,8.23,474.3,126.5
2019-06-15 21:00,15.7,8.18,8.24,473.3,129.0
2019-06-15 22:00,15.5,8.18,8.29,472.1,118.2
2019-06-15 23:00,15.5,8.18,8.29,471.2,114.8
2019-06-16 00:00,15.4,8.19,8.29,471.1,95.7
2019-06-16 01:00,15.2,8.19,8.36,471.2,94.9
2019-06-16 02:00,15.1,8.18,8.34,470.8,85.2
2019-06-16 03:00,15.1,8.18,8.32,470.7,96.9
2019-06-16 04:00,15.0,8.17,8.32,470.5,117.9
2019-06-16 05:00,15.0,8.17,8.32,469.6,109.6
2019-06-16 06:00,14.9,8.17,8.35,469.9,105.6
2019-06-16 07:00,14.9,8.17,8.37,470.5,107.6
2019-06-16 08:00,14.8,8.17,8.36,470.8,115.4
2019-06-16 09:00,15.0,8.16,8.32,470.6,141.4
2019-06-16 10:00,15.0,8.16,8.28,470.8,118.1
2019-06-16 11:00,15.2,8.16,8.29,470.6,129.0
2019-06-16 12:00,15.3,8.17,8.36,470.5,119.2
2019-06-16 13:00,15.6,8.19,8.34,469.9,98.5
2019-06-16 14:00,15.6,8.20,8.37,469.1,86.6
2019-06-16 15:00,15.8,8.21,8.41,469.2,74.4
2019-06-16 16:00,15.7,8.21,8.45,470.3,79.5
2019-06-16 17:00,15.9,8.19,8.39,471.3,84.7
2019-06-16 18:00,16.0,8.19,8.33,471.8,92.3
2019-06-16 19:00,16.1,8.18,8.31,472.1,94.8
2019-06-16 20:00,16.2,8.18,8.31,472.9,113.3
2019-06-16 21:00,16.4,8.17,8.25,472.9,110.5
2019-06-16 22:00,16.3,8.18,8.23,473.0,111.2
2019-06-16 23:00,16.3,8.19,8.31,473.3,102.6
2019-06-17 00:00,16.1,8.19,8.36,475.1,101.8
2019-06-17 01:00,16.2,8.19,8.34,475.2,94.5
2019-06-17 02:00,16.0,8.19,8.32,473.2,94.8
2019-06-17 03:00,16.0,8.19,8.33,472.2,90.7
2019-06-17 04:00,15.6,8.20,8.41,471.0,68.8
2019-06-17 05:00,15.7,8.21,8.36,469.6,75.8
2019-06-17 06:00,15.6,8.21,8.41,469.4,63.1
2019-06-17 07:00,15.7,8.21,8.43,469.7,70.0
2019-06-17 08:00,15.7,8.21,8.45,470.8,67.9
2019-06-17 09:00,16.2,8.20,8.34,471.8,90.6
2019-06-17 10:00,16.2,8.20,8.33,472.5,82.6
2019-06-17 11:00,16.3,8.20,8.35,472.4,87.7
2019-06-17 12:00,16.1,8.20,8.42,472.4,77.5
2019-06-17 13:00,16.2,8.20,8.35,471.9,94.1
2019-06-17 14:00,16.2,8.21,8.39,471.5,73.4
2019-06-17 15:00,16.4,8.20,8.34,471.5,72.6
2019-06-17 16:00,16.5,8.20,8.30,472.5,133.9
2019-06-17 17:00,16.5,8.19,8.26,474.3,108.6
2019-06-17 18:00,16.7,8.18,8.19,475.6,122.1
2019-06-17 19:00,16.5,8.18,8.20,475.5,109.5
2019-06-17 20:00,16.3,8.18,8.26,475.4,209.2
2019-06-17 21:00,16.4,8.18,8.20,474.3,104.1
2019-06-17 22:00,16.2,8.19,8.21,473.1,94.3
2019-06-17 23:00,16.2,8.19,8.23,472.8,90.7
2019-06-18 00:00,16.0,8.20,8.25,473.1,86.9
2019-06-18 01:00,15.9,8.20,8.32,472.5,89.6
2019-06-18 02:00,15.9,8.20,8.69,471.8,117.8
2019-06-18 03:00,15.9,8.20,8.70,471.0,101.3
2019-06-18 04:00,15.7,8.20,8.72,471.1,91.4
2019-06-18 05:00,15.7,8.20,8.60,470.7,94.5
2019-06-18 06:00,15.8,8.21,8.53,470.8,90.1
2019-06-18 07:00,15.9,8.20,8.51,470.9,101.9
2019-06-18 08:00,15.7,8.20,8.56,471.3,71.3
2019-06-18 09:00,15.8,8.20,8.49,471.0,72.4
2019-06-18 10:00,15.8,8.21,8.43,470.7,62.1
2019-06-18 11:00,15.7,8.21,8.51,471.1,62.2
2019-06-18 12:00,15.6,8.21,8.55,471.3,73.8
2019-06-18 13:00,15.8,8.21,8.51,471.3,66.4
2019-06-18 14:00,15.8,8.21,8.44,471.3,59.1
2019-06-18 15:00,15.9,8.20,8.48,471.6,74.6
2019-06-18 16:00,15.7,8.20,8.49,472.6,63.8
2019-06-18 17:00,15.8,8.20,8.44,473.4,77.2
2019-06-18 18:00,15.8,8.19,8.45,474.8,95.7
2019-06-18 19:00,15.8,8.19,8.67,475.1,104.3
2019-06-18 20:00,15.7,8.19,8.68,474.1,117.9
2019-06-18 21:00,15.8,8.19,8.72,473.3,109.0
2019-06-18 22:00,15.8,8.20,8.74,473.3,106.2
2019-06-18 23:00,15.8,8.19,8.74,473.0,106.9
2019-06-19 00:00,15.6,8.19,8.68,472.3,114.3
2019-06-19 01:00,15.7,8.18,8.63,472.1,97.0
2019-06-19 02:00,15.6,8.19,8.43,471.7,96.8
2019-06-19 03:00,15.6,8.18,8.44,471.2,99.9
2019-06-19 04:00,15.5,8.18,8.35,471.3,96.7
2019-06-19 05:00,15.6,8.18,8.34,470.9,89.4
2019-06-19 06:00,15.6,8.18,8.30,471.2,90.4
2019-06-19 07:00,15.7,8.18,8.28,471.6,96.5
2019-06-19 08:00,15.6,8.17,8.31,472.0,94.4
2019-06-19 09:00,15.9,8.18,8.38,471.1,86.7
2019-06-19 10:00,15.9,8.20,8.54,470.1,83.3
2019-06-19 11:00,15.8,8.20,8.56,469.8,67.9
2019-06-19 12:00,15.7,8.20,8.63,469.5,66.6
2019-06-19 13:00,16.0,8.20,8.52,469.1,62.5
2019-06-19 14:00,16.2,8.20,8.62,469.1,78.3
2019-06-19 15:00,16.3,8.20,8.62,469.1,74.6
2019-06-19 16:00,16.3,8.19,8.66,470.5,93.5
2019-06-19 17:00,16.6,8.18,8.54,470.0,96.9
2019-06-19 18:00,16.6,8.19,8.65,470.4,108.1
2019-06-19 19:00,16.6,8.18,8.56,470.1,102.7
2019-06-19 20:00,16.3,8.18,8.64,470.4,123.7
2019-06-19 21:00,16.3,8.17,8.48,469.2,123.9
2019-06-19 22:00,16.0,8.19,8.76,469.9,193.6
2019-06-19 23:00,16.1,8.18,8.76,470.1,96.5
2019-06-20 00:00,16.0,8.19,8.82,470.2,104.6
2019-06-20 01:00,16.0,8.18,8.72,470.4,89.7
2019-06-20 02:00,16.0,8.18,8.49,470.6,91.7
2019-06-20 03:00,16.0,8.18,8.46,470.4,87.2
2019-06-20 04:00,15.7,8.18,8.75,471.0,86.8
2019-06-20 05:00,15.9,8.18,8.60,470.8,75.5
2019-06-20 06:00,15.7,8.18,8.81,470.4,90.2
2019-06-20 07:00,15.8,8.18,8.82,470.6,78.2
2019-06-20 08:00,15.6,8.18,8.91,471.0,93.8
2019-06-20 09:00,16.0,8.17,8.83,470.5,101.5
2019-06-20 10:00,15.8,8.18,8.95,470.0,111.5
2019-06-20 11:00,15.9,8.17,8.90,469.8,113.5
2019-06-20 12:00,15.8,8.17,8.94,470.1,101.3
2019-06-20 13:00,28.2,7.87,6.31,486.6,33.7
2019-06-20 14:00,16.3,8.18,8.80,469.4,102.7
2019-06-20 15:00,16.4,8.17,8.74,469.1,124.8
2019-06-20 16:00,16.3,8.16,8.75,469.8,94.7
2019-06-20 17:00,16.7,8.17,8.73,469.2,127.1
2019-06-20 18:00,16.5,8.16,8.79,469.0,100.0
2019-06-20 19:00,16.6,8.16,8.64,468.8,115.3
2019-06-20 20:00,16.4,8.15,8.83,469.4,103.1
2019-06-20 21:00,16.6,8.14,8.75,469.1,112.7
2019-06-20 22:00,16.3,8.16,8.81,469.3,115.0
2019-06-20 23:00,16.4,8.16,8.80,469.1,99.1
2019-06-21 00:00,16.0,8.16,8.91,469.3,84.9
2019-06-21 01:00,16.1,8.16,8.87,469.5,106.3
2019-06-21 02:00,16.0,8.17,8.87,470.3,93.5
2019-06-21 03:00,16.0,8.16,8.97,471.3,174.3
2019-06-21 04:00,15.8,8.16,8.95,471.9,94.2
2019-06-21 05:00,15.9,8.16,8.96,471.5,102.9
2019-06-21 06:00,15.8,8.18,8.94,471.3,85.4
2019-06-21 07:00,15.9,8.17,8.83,471.6,88.5
2019-06-21 08:00,15.7,8.17,8.93,471.7,79.3
2019-06-21 09:00,15.8,8.16,8.84,471.3,81.9
2019-06-21 10:00,15.7,8.17,8.88,470.8,75.7
2019-06-21 11:00,15.7,8.17,8.79,470.8,79.8
2019-06-21 12:00,15.5,8.16,9.07,470.9,80.6
2019-06-21 13:00,15.6,8.16,9.00,471.2,87.1
2019-06-21 14:00,15.7,8.16,8.97,472.0,127.3
2019-06-21 15:00,15.7,8.15,8.90,472.5,91.9
2019-06-21 16:00,15.5,8.15,9.00,472.3,98.3
2019-06-21 17:00,15.6,8.15,9.02,471.7,92.6
2019-06-21 18:00,15.5,8.16,9.06,471.6,99.2
2019-06-21 19:00,15.7,8.16,8.95,471.7,106.7
2019-06-21 20:00,15.6,8.16,9.00,471.7,94.6
2019-06-21 21:00,15.7,8.16,8.92,471.0,206.9
2019-06-21 22:00,15.5,8.16,9.00,471.0,89.1
2019-06-21 23:00,15.5,8.16,8.98,470.4,123.6
2019-06-22 00:00,15.5,8.17,9.00,469.7,98.6
2019-06-22 01:00,15.4,8.15,9.04,469.9,179.2
2019-06-22 02:00,15.3,8.16,9.08,469.0,89.9
2019-06-22 03:00,15.2,8.16,9.06,468.6,159.5
2019-06-22 04:00,15.0,8.16,9.14,469.3,75.6
2019-06-22 05:00,15.1,8.16,9.04,468.5,168.9
2019-06-22 06:00,15.2,8.16,9.05,468.3,84.1
2019-06-22 07:00,15.2,8.16,8.99,468.3,132.7
2019-06-22 08:00,14.9,8.16,9.17,468.4,84.3
2019-06-22 09:00,15.1,8.16,9.18,468.2,111.1
2019-06-22 10:00,15.0,8.16,9.12,467.5,72.7
2019-06-22 11:00,14.9,8.16,9.05,468.1,68.0
2019-06-22 12:00,15.0,8.17,9.16,469.2,68.7
2019-06-22 13:00,15.4,8.16,9.09,469.0,97.2
2019-06-22 14:00,15.6,8.17,8.84,470.0,88.4
2019-06-22 15:00,15.3,8.15,9.13,470.7,101.9
2019-06-22 16:00,15.4,8.17,9.13,470.3,84.0
2019-06-22 17:00,15.9,8.18,8.96,468.9,122.5
2019-06-22 18:00,15.8,8.18,9.04,468.7,80.4
2019-06-22 19:00,15.9,8.17,8.96,469.0,103.9
2019-06-22 20:00,15.8,8.17,9.06,468.9,79.5
2019-06-22 21:00,16.0,8.16,8.97,468.4,89.2
2019-06-22 22:00,15.8,8.17,9.02,469.6,101.6
2019-06-22 23:00,15.7,8.16,8.99,470.0,95.2
2019-06-23 00:00,15.3,8.17,9.05,469.7,77.1
2019-06-23 01:00,15.4,8.16,8.92,472.3,173.8
2019-06-23 02:00,15.2,8.16,8.76,482.3,348.5
2019-06-23 03:00,15.2,8.16,8.89,476.4,181.9
2019-06-23 04:00,15.0,8.16,9.09,472.1,87.2
2019-06-23 05:00,15.3,8.16,9.02,472.3,95.8
2019-06-23 06:00,15.2,8.16,8.99,489.3,218.8
2019-06-23 07:00,15.3,8.15,9.03,504.6,367.4
2019-06-23 08:00,15.3,8.14,9.02,496.1,481.3
2019-06-23 09:00,15.7,8.13,8.96,488.6,546.6
2019-06-23 10:00,15.6,8.15,9.02,484.8,422.4
2019-06-23 11:00,15.4,8.14,9.01,482.5,387.7
2019-06-23 12:00,15.2,8.12,8.87,483.1,633.8
2019-06-23 13:00,15.5,8.09,8.51,485.6,851.1
2019-06-23 14:00,15.6,8.09,8.64,487.4,1446.9
2019-06-23 15:00,15.8,8.09,8.73,485.6,1246.8
2019-06-23 16:00,15.5,8.13,9.11,482.5,1427.4
2019-06-23 17:00,15.7,8.13,9.20,481.9,821.0
2019-06-23 18:00,15.4,8.16,9.23,476.7,379.8
2019-06-23 19:00,15.4,8.16,9.12,474.8,315.6
2019-06-23 20:00,15.4,8.16,9.08,474.1,268.5
2019-06-23 21:00,15.5,8.15,8.94,472.9,236.1
2019-06-23 22:00,15.4,8.17,9.04,472.3,179.1
2019-06-23 23:00,15.4,8.16,9.04,472.5,166.4
2019-06-24 00:00,15.5,8.17,9.08,472.9,173.3
2019-06-24 01:00,15.3,8.15,9.09,472.7,143.9
2019-06-24 02:00,15.2,8.17,9.10,470.7,110.6
2019-06-24 03:00,15.2,8.16,9.04,471.7,174.0
2019-06-24 04:00,15.1,8.16,9.13,471.7,101.0
2019-06-24 05:00,15.3,8.16,9.03,471.4,243.3
2019-06-24 06:00,15.2,8.17,9.16,471.4,120.5
2019-06-24 07:00,15.2,8.17,9.02,472.0,159.0
2019-06-24 08:00,15.1,8.16,9.18,472.4,156.4
2019-06-24 09:00,15.3,8.16,9.09,472.3,142.2
2019-06-24 10:00,15.5,8.17,9.07,472.6,134.9
2019-06-24 11:00,15.7,8.17,9.08,473.1,144.2
2019-06-24 12:00,15.5,8.17,9.18,472.9,150.6
2019-06-24 13:00,15.7,8.05,9.12,516.4,124.3
2019-06-24 14:00,15.9,8.19,9.04,514.9,109.6
2019-06-24 15:00,15.8,8.19,9.07,514.1,104.1
2019-06-24 16:00,15.8,8.20,9.10,514.0,98.4
2019-06-24 17:00,16.0,8.19,8.98,512.4,106.0
2019-06-24 18:00,15.7,8.20,9.07,513.2,105.6
2019-06-24 19:00,15.7,8.20,9.06,513.6,118.7
2019-06-24 20:00,15.5,8.20,9.16,514.2,108.1
2019-06-24 21:00,15.7,8.20,9.09,515.2,147.7
2019-06-24 22:00,15.5,8.21,9.11,514.3,112.6
2019-06-24 23:00,15.5,8.20,9.12,513.9,113.3
2019-06-25 00:00,15.3,8.20,9.18,514.6,98.6
2019-06-25 01:00,15.4,8.20,9.10,514.2,107.4
2019-06-25 02:00,15.4,8.21,9.14,514.0,83.2
2019-06-25 03:00,15.6,8.20,9.15,513.5,89.3
2019-06-25 04:00,15.5,8.20,9.17,514.1,76.6
2019-06-25 05:00,15.6,8.20,9.10,513.4,91.2
2019-06-25 06:00,15.6,8.21,9.15,513.5,67.1
2019-06-25 07:00,15.6,8.21,9.12,513.3,91.9
2019-06-25 08:00,15.4,8.21,9.23,514.9,83.5
2019-06-25 09:00,15.5,8.21,9.16,514.4,125.3
2019-06-25 10:00,15.4,8.21,9.20,514.3,113.6
2019-06-25 11:00,15.6,8.20,9.22,514.1,126.8
2019-06-25 12:00,15.4,8.21,9.33,514.0,95.2
2019-06-25 13:00,15.7,8.21,9.27,512.5,101.8
2019-06-25 14:00,15.8,8.21,9.23,511.9,88.6
2019-06-25 15:00,16.0,8.21,9.18,511.0,99.3
2019-06-25 16:00,15.9,8.21,9.16,510.4,78.0
2019-06-25 17:00,16.2,8.21,9.12,509.4,98.2
2019-06-25 18:00,16.2,8.22,9.17,509.4,67.5
2019-06-25 19:00,16.3,8.21,9.11,509.4,90.4
2019-06-25 20:00,16.1,8.21,9.17,510.1,63.2
2019-06-25 21:00,16.2,8.21,9.14,509.5,67.4
2019-06-25 22:00,16.1,8.21,9.11,509.6,63.9
2019-06-25 23:00,16.1,8.21,9.08,510.1,113.0
2019-06-26 00:00,16.0,8.21,9.06,509.1,69.6
2019-06-26 01:00,15.9,8.22,9.12,508.5,162.7
2019-06-26 02:00,15.8,8.22,9.12,509.3,63.8
2019-06-26 03:00,15.8,8.21,9.10,509.1,107.0
2019-06-26 04:00,15.7,8.21,9.12,509.7,62.0
2019-06-26 05:00,15.8,8.21,9.08,509.4,115.8
2019-06-26 06:00,15.8,8.20,9.09,510.2,78.7
2019-06-26 07:00,15.8,8.20,9.06,510.1,92.8
2019-06-26 08:00,15.6,8.20,9.12,510.7,66.2
2019-06-26 09:00,15.7,8.20,9.11,510.0,90.7
2019-06-26 10:00,15.8,8.20,9.06,509.5,63.1
2019-06-26 11:00,15.9,8.20,9.30,511.2,90.8
2019-06-26 12:00,15.7,8.20,9.31,510.5,73.6
2019-06-26 13:00,15.7,8.20,9.32,510.1,138.9
2019-06-26 14:00,15.5,8.20,9.29,510.4,88.8
2019-06-26 15:00,15.5,8.20,9.46,510.1,116.7
2019-06-26 16:00,15.4,8.20,9.67,510.2,152.1
2019-06-26 17:00,15.5,8.20,9.80,513.2,122.9
2019-06-26 18:00,15.4,8.21,9.73,515.2,128.9
2019-06-26 19:00,15.4,8.21,9.71,518.9,201.9
2019-06-26 20:00,15.3,8.21,9.85,521.3,219.5
2019-06-26 21:00,15.4,8.20,9.87,518.6,275.9
2019-06-26 22:00,15.3,8.21,9.79,517.7,243.7
2019-06-26 23:00,15.3,8.20,9.82,519.2,276.3
2019-06-27 00:00,15.1,8.20,9.97,521.8,208.3
2019-06-27 01:00,15.2,8.21,9.86,521.3,191.0
2019-06-27 02:00,15.0,8.21,9.93,521.2,202.0
2019-06-27 03:00,15.0,8.21,10.00,522.0,206.7
2019-06-27 04:00,14.8,8.21,9.93,520.5,172.8
2019-06-27 05:00,14.8,8.21,9.96,519.5,200.8
2019-06-27 06:00,14.7,8.22,10.08,519.0,132.3
2019-06-27 07:00,14.8,8.21,9.86,518.8,144.9
2019-06-27 08:00,14.6,8.21,10.00,519.2,115.5
2019-06-27 09:00,15.5,8.21,9.42,514.8,128.4
